,,BusStopCode,RoadName,Description,Latitude,Longitude,UpDown,LeftRight,Distance,Postal
65222,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,146.4350539,520373
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,115.6006161,520373
,297,76469,Tampines St 34,East Spring Sec Sch,1.356303394,103.9598505,27,-1,122.8000777,520373
83915,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,197.979196,520318
28140,369,21181,Corporation Rd,Opp Blk 161,1.329915,103.720953,-21,-6,181.3862779,610158
,370,21189,Corporation Rd,Blk 161,1.330260466,103.7212229,-21,-6,185.9238922,610158
36035,273,76329,Tampines St 11,Blk 125,1.346445017,103.9498962,25,-3,140.4063956,521124
44629,237,76131,Tampines Ave 4,UOB Tampines Ctr,1.35184112,103.9425413,24,-2,127.4172262,521150
,238,76139,Tampines Ave 4,Opp Century Sq,1.351626918,103.9438501,24,-2,99.99894078,521150
48114,47,83101,Jln Eunos,Eunos Stn,1.320667091,103.9048984,16,-8,136.3445264,400011
,48,83109,Jln Eunos,Opp Eunos Stn,1.321356789,103.9053722,16,-8,116.1556498,400011
,50,83119,Jln Eunos,Opp Blk 16,1.323069747,103.9056076,16,-8,192.6271593,400011
48117,47,83101,Jln Eunos,Eunos Stn,1.320667091,103.9048984,16,-8,136.3445264,400011
,48,83109,Jln Eunos,Opp Eunos Stn,1.321356789,103.9053722,16,-8,116.1556498,400011
,50,83119,Jln Eunos,Opp Blk 16,1.323069747,103.9056076,16,-8,192.6271593,400011
75901,275,76341,Tampines Ave 9,Blk 464,1.359763051,103.9553501,26,0,98.56647965,521499
,276,76349,Tampines Ave 9,Dunman Sec Sch,1.360385137,103.9555657,26,0,157.5318662,521499
,281,76371,Tampines St 42,Blk 459,1.358528395,103.9542753,26,0,173.3591144,521499
53273,112,84111,Bedok Sth Rd,Temasek JC,1.319588026,103.935742,22,-8,156.5791868,460015
,113,84119,Bedok Sth Rd,Opp Temasek JC,1.319689028,103.9350681,22,-8,174.1630018,460015
59229,96,84021,New Upp Changi Rd,Blk 32,1.323383204,103.9250872,20,-7,170.3797506,461034
45173,273,76329,Tampines St 11,Blk 125,1.346445017,103.9498962,25,-3,87.05304472,521126
45149,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,65.68603262,524493
29195,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,139.7121538,822195
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,75.63106767,822195
76090,265,76271,Tampines St 45,Dunman Sec Sch,1.361811672,103.9551834,26,0,197.3416582,520476
,266,76279,Tampines St 45,Blk 491C,1.361885607,103.9550458,26,0,187.0071887,520476
,277,76351,Tampines Ave 9,Blk 484,1.362138224,103.9530913,26,0,124.5729195,520476
57942,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,182.5982805,520717
,178,75339,Tampines St 71,Blk 734,1.358463099,103.9341521,22,0,123.9369687,520717
12140,275,76341,Tampines Ave 9,Blk 464,1.359763051,103.9553501,26,0,79.29328281,520467
,276,76349,Tampines Ave 9,Dunman Sec Sch,1.360385137,103.9555657,26,0,110.0629536,520467
,281,76371,Tampines St 42,Blk 459,1.358528395,103.9542753,26,0,165.6286527,520467
51490,274,76339,Tampines St 11,Opp Tampines Changkat Cc,1.345471667,103.9469842,24,-3,167.2124459,521111
12717,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,52.21181521,520721
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,63.72648315,520721
44919,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,139.0858564,520718
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,170.5721629,520718
,178,75339,Tampines St 71,Blk 734,1.358463099,103.9341521,22,0,169.3506603,520718
17086,497,81201,Geylang East Ctrl,Opp Geylang Meth Sec Sch,1.318693022,103.8830068,12,-8,41.8583507,380106
,498,81209,Geylang East Ctrl,Geylang Meth Pr Sch,1.318436125,103.8842972,12,-8,169.5250077,380106
71811,55,71091,Eunos Link,Blk 637,1.330733748,103.9037315,16,-6,143.1558267,410639
,56,71099,Eunos Link,Blk 311,1.330226389,103.9038336,16,-6,182.1148841,410639
13180,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,86.8231297,521518
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,136.0722137,521518
,167,75261,Tampines Ave 6,Bet Blks 710/713,1.358019984,103.9379678,23,-1,188.6918706,521518
45437,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,114.8746394,523515
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,153.6459485,523515
,167,75261,Tampines Ave 6,Bet Blks 710/713,1.358019984,103.9379678,23,-1,162.5633981,523515
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,186.1309921,523515
55008,369,21181,Corporation Rd,Opp Blk 161,1.329915,103.720953,-21,-6,173.6814519,610159
,370,21189,Corporation Rd,Blk 161,1.330260466,103.7212229,-21,-6,168.3984676,610159
78847,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,83.30651724,410644
,89,72029,Bedok Reservoir Rd,Opp Blk 646,1.330863987,103.9065521,16,-6,104.96596,410644
71479,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,61.01313596,520372
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,194.7508453,520372
,297,76469,Tampines St 34,East Spring Sec Sch,1.356303394,103.9598505,27,-1,195.3997595,520372
76023,277,76351,Tampines Ave 9,Blk 484,1.362138224,103.9530913,26,0,56.81616264,520484
65098,273,76329,Tampines St 11,Blk 125,1.346445017,103.9498962,25,-3,142.7227001,520278
68503,369,21181,Corporation Rd,Opp Blk 161,1.329915,103.720953,-21,-6,163.6747881,610157
,370,21189,Corporation Rd,Blk 161,1.330260466,103.7212229,-21,-6,188.5935074,610157
27742,499,81211,Geylang East Ctrl,Geylang Polyclinic,1.319046664,103.8866675,12,-8,73.04651515,380124
,0,81219,Geylang East Ctrl,Opp Geylang Polyclinic,1.318771413,103.886687,12,-8,42.50646961,380124
77808,288,76421,Tampines St 32,Opp Blk 331,1.353841243,103.9598719,27,-1,136.4845783,520386
,289,76429,Tampines St 32,Blk 331,1.353692221,103.959589,27,-1,136.1740466,520386
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,159.1778417,520386
,297,76469,Tampines St 34,East Spring Sec Sch,1.356303394,103.9598505,27,-1,180.0085619,520386
71488,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,173.2521849,520304
30927,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,83.06985662,823199
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,80.0444768,823199
46466,100,84041,New Upp Changi Rd,Blk 221A,1.324690517,103.934688,22,-7,170.0022897,461024
,101,84049,New Upp Changi Rd,Blk 27,1.324327198,103.9347122,22,-7,154.6088895,461024
44811,270,76301,Tampines St 22,Blk 283,1.349070012,103.9535439,26,-2,90.89840969,520283
78718,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,95.59356045,520720
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,121.4489439,520720
58379,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,23.3971269,521493
89552,288,76421,Tampines St 32,Opp Blk 331,1.353841243,103.9598719,27,-1,180.4291332,520383
,289,76429,Tampines St 32,Blk 331,1.353692221,103.959589,27,-1,153.5188528,520383
35717,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,57.71828847,523493
5723,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,158.0009107,825195
12870,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,157.2141481,520732
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,190.6138791,520732
52354,286,76411,Tampines St 32,Ngee Ann Sec Sch,1.353850014,103.9574275,26,-1,60.58103297,520311
,287,76419,Tampines St 32,Blk 307A,1.353662435,103.9564853,26,-1,112.6631647,520311
13222,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,62.98566686,522518
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,112.2280821,522518
,167,75261,Tampines Ave 6,Bet Blks 710/713,1.358019984,103.9379678,23,-1,199.0381832,522518
58456,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,117.13742,524515
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,147.5621269,524515
,167,75261,Tampines Ave 6,Bet Blks 710/713,1.358019984,103.9379678,23,-1,186.1458104,524515
,301,76521,Tampines Concourse,OPP BLK 519A,1.357468889,103.940775,23,-1,176.3478267,524515
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,156.2733833,524515
58185,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,59.38460261,520730
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,83.51268739,520730
21532,429,67711,Buangkok Dr,Bef Sengkang Fire Stn,1.380132945,103.8947799,14,4,194.9471283,541277
78699,275,76341,Tampines Ave 9,Blk 464,1.359763051,103.9553501,26,0,78.59481953,520465
,276,76349,Tampines Ave 9,Dunman Sec Sch,1.360385137,103.9555657,26,0,133.6371446,520465
,281,76371,Tampines St 42,Blk 459,1.358528395,103.9542753,26,0,125.1974957,520465
11268,351,67289,Fernvale Lane,Opp Blk 405C,1.389664311,103.8732874,10,6,191.4093335,793406
58442,289,76429,Tampines St 32,Blk 331,1.353692221,103.959589,27,-1,174.347416,520384
22013,348,67271,Sengkang East Rd,Blk 201 CP,1.388251387,103.8920896,13,5,138.8159087,541200
,349,67279,Sengkang East Rd,Blk 301D,1.388093054,103.8916788,13,5,124.6587413,541200
,386,67461,Sengkang East Rd,Aft Sengkang East Ave,1.385752735,103.8912153,13,5,162.1903911,541200
88921,100,84041,New Upp Changi Rd,Blk 221A,1.324690517,103.934688,22,-7,159.2911995,462026
,101,84049,New Upp Changi Rd,Blk 27,1.324327198,103.9347122,22,-7,123.2410226,462026
11958,275,76341,Tampines Ave 9,Blk 464,1.359763051,103.9553501,26,0,87.3598303,520462
,276,76349,Tampines Ave 9,Dunman Sec Sch,1.360385137,103.9555657,26,0,160.4291999,520462
,281,76371,Tampines St 42,Blk 459,1.358528395,103.9542753,26,0,107.2456665,520462
38090,134,84241,Bedok Nth Rd,Blk 81,1.328613929,103.9400487,23,-6,109.8717816,460082
,135,84249,Bedok Nth Rd,Blk 124,1.329416689,103.9396062,23,-6,89.83670298,460082
46716,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,51.9274349,410643
,89,72029,Bedok Reservoir Rd,Opp Blk 646,1.330863987,103.9065521,16,-6,77.29124248,410643
11847,229,76091,Tampines Ave 2,Blk 206,1.350716364,103.9527517,26,-2,153.5443863,521299
,270,76301,Tampines St 22,Blk 283,1.349070012,103.9535439,26,-2,112.6668113,521299
67683,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,188.7972979,520387
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,146.4009062,520387
,297,76469,Tampines St 34,East Spring Sec Sch,1.356303394,103.9598505,27,-1,162.967031,520387
69737,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,118.6582493,521495
89547,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,102.7496634,522868
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,83.58259951,522868
61735,273,76329,Tampines St 11,Blk 125,1.346445017,103.9498962,25,-3,171.1379077,520277
5887,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,143.3229552,824195
63942,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,169.8677461,823195
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,117.159521,823195
73895,231,76101,Tampines Ave 2,Tampines East CC,1.353033156,103.9548021,26,-2,165.6789772,520303
,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,136.6668548,520303
30589,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,112.2596177,824199
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,107.8337964,824199
,107,65151,Punggol Field,Cove Stn Exit B,1.398856503,103.9066211,16,8,183.3113901,824199
45597,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,179.7724412,520308
25649,96,84021,New Upp Changi Rd,Blk 32,1.323383204,103.9250872,20,-7,109.3623854,461033
7375,99,65079,Punggol Rd,Blk 102C,1.398951,103.904753,16,8,158.3345446,822199
,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,116.4112192,822199
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,152.1326816,822199
,107,65151,Punggol Field,Cove Stn Exit B,1.398856503,103.9066211,16,8,156.8392609,822199
,108,65159,Punggol Field,Cove Stn Exit A,1.398568723,103.9066529,16,8,184.9619237,822199
88305,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,87.88433109,410642
,89,72029,Bedok Reservoir Rd,Opp Blk 646,1.330863987,103.9065521,16,-6,115.8011362,410642
54990,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,72.59711551,643680
,405,21379,Jln Boon Lay,Blk 263,1.345348552,103.7064891,-24,-3,108.0430481,643680
12379,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,127.0868231,520714
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,114.3078405,520714
12804,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,91.21324318,520731
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,124.6121164,520731
23882,273,76329,Tampines St 11,Blk 125,1.346445017,103.9498962,25,-3,29.28061106,521125
85601,128,75019,Tampines Concourse,Tampines Concourse Int,1.357371331,103.9416488,23,-1,177.4134996,522519
,301,76521,Tampines Concourse,OPP BLK 519A,1.357468889,103.940775,23,-1,80.38150629,522519
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,61.36149894,522519
65320,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,48.62047495,523518
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,91.52951627,523518
83843,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,163.4872536,521868
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,137.2651822,521868
23171,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,159.788264,520719
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,187.3436268,520719
,178,75339,Tampines St 71,Blk 734,1.358463099,103.9341521,22,0,199.2874045,520719
40316,498,81209,Geylang East Ctrl,Geylang Meth Pr Sch,1.318436125,103.8842972,12,-8,171.735325,380110
25145,104,84061,New Upp Changi Rd,The Tanamera Condo,1.325847905,103.9422313,23,-7,184.6930783,460074
48699,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,134.3003522,641677
,405,21379,Jln Boon Lay,Blk 263,1.345348552,103.7064891,-24,-3,164.0870995,641677
,35,22411,Jurong West Ave 4,Blk 676B,1.34626796,103.703801,-24,-3,154.4668809,641677
60432,369,21181,Corporation Rd,Opp Blk 161,1.329915,103.720953,-21,-6,129.7934953,610162
,370,21189,Corporation Rd,Blk 161,1.330260466,103.7212229,-21,-6,117.9468558,610162
57703,275,76341,Tampines Ave 9,Blk 464,1.359763051,103.9553501,26,0,97.5449738,520463
,276,76349,Tampines Ave 9,Dunman Sec Sch,1.360385137,103.9555657,26,0,163.0285632,520463
,281,76371,Tampines St 42,Blk 459,1.358528395,103.9542753,26,0,89.2107881,520463
78845,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,148.7990478,410641
,89,72029,Bedok Reservoir Rd,Opp Blk 646,1.330863987,103.9065521,16,-6,176.1848477,410641
48910,369,21181,Corporation Rd,Opp Blk 161,1.329915,103.720953,-21,-6,106.2933487,610160
,370,21189,Corporation Rd,Blk 161,1.330260466,103.7212229,-21,-6,129.2000368,610160
13121,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,117.4027615,520716
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,129.5058855,520716
75952,277,76351,Tampines Ave 9,Blk 484,1.362138224,103.9530913,26,0,136.848941,520477
45628,237,76131,Tampines Ave 4,UOB Tampines Ctr,1.35184112,103.9425413,24,-2,144.871229,521151
,238,76139,Tampines Ave 4,Opp Century Sq,1.351626918,103.9438501,24,-2,28.36429468,521151
65421,286,76411,Tampines St 32,Ngee Ann Sec Sch,1.353850014,103.9574275,26,-1,55.33100528,520310
,287,76419,Tampines St 32,Blk 307A,1.353662435,103.9564853,26,-1,73.11019382,520310
1067,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,197.4354396,410640
51983,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,35.30316241,520390
76296,441,21561,Corporation Dr,Blk 158,1.328893152,103.7227432,-20,-6,160.8999995,610163
,442,21569,Corporation Dr,Opp Blk 158,1.328572039,103.7228981,-20,-6,198.0211127,610163
,443,21571,Corporation Dr,Opp Jurong Sec Sch,1.330567195,103.7230701,-20,-6,51.67859759,610163
,444,21579,Corporation Dr,Jurong Sec Sch,1.330134723,103.7231809,-20,-6,61.81329685,610163
83227,150,75151,Tampines Ave 8,Opp Blk 871A,1.354517812,103.9314521,21,-1,110.9438204,521869
,151,75159,Tampines Ave 8,Blk 874,1.354051152,103.9314664,21,-1,142.9669564,521869
66502,494,81189,Old Airport Rd,Dakota Stn Exit B/Blk 60,1.308213086,103.8885088,13,-11,140.2815781,390058
13139,150,75151,Tampines Ave 8,Opp Blk 871A,1.354517812,103.9314521,21,-1,48.36128853,521871
,151,75159,Tampines Ave 8,Blk 874,1.354051152,103.9314664,21,-1,73.84628478,521871
17479,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,199.2209889,641676
,35,22411,Jurong West Ave 4,Blk 676B,1.34626796,103.703801,-24,-3,88.89421059,641676
,36,22419,Jurong West Ave 4,Jurong West Sub-Stn,1.346225978,103.7028613,-24,-3,188.6058856,641676
58353,288,76421,Tampines St 32,Opp Blk 331,1.353841243,103.9598719,27,-1,194.7013176,520385
,289,76429,Tampines St 32,Blk 331,1.353692221,103.959589,27,-1,184.0059664,520385
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,192.4124976,520385
12028,226,76079,Tampines Ave 2,Blk 101,1.347943889,103.945635,24,-3,172.0280194,521105
45479,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,55.64367664,524518
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,82.66221773,524518
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,187.3565008,524518
85571,128,75019,Tampines Concourse,Tampines Concourse Int,1.357371331,103.9416488,23,-1,196.9945223,521520
,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,154.2259531,521520
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,164.0960184,521520
,301,76521,Tampines Concourse,OPP BLK 519A,1.357468889,103.940775,23,-1,108.5590739,521520
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,88.78434075,521520
77796,229,76091,Tampines Ave 2,Blk 206,1.350716364,103.9527517,26,-2,179.5135911,520284
,270,76301,Tampines St 22,Blk 283,1.349070012,103.9535439,26,-2,101.7082044,520284
85880,144,75121,Tampines Ave 5,Opp Darul Ghufran Mque,1.355933921,103.9390326,23,-1,115.776589,523520
,145,75129,Tampines Ave 5,Darul Ghufran Mque,1.35563642,103.9393652,23,-1,127.949306,523520
,301,76521,Tampines Concourse,OPP BLK 519A,1.357468889,103.940775,23,-1,144.7609796,523520
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,125.4657878,523520
845,134,84241,Bedok Nth Rd,Blk 81,1.328613929,103.9400487,23,-6,62.925433,460081
,135,84249,Bedok Nth Rd,Blk 124,1.329416689,103.9396062,23,-6,116.5273424,460081
69704,231,76101,Tampines Ave 2,Tampines East CC,1.353033156,103.9548021,26,-2,137.1732112,520305
,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,103.683386,520305
62000,229,76091,Tampines Ave 2,Blk 206,1.350716364,103.9527517,26,-2,133.5512407,520286
,270,76301,Tampines St 22,Blk 283,1.349070012,103.9535439,26,-2,80.54517629,520286
23576,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,158.8323355,520388
,296,76461,Tampines St 34,Eden Condo,1.356109722,103.9598183,27,-1,189.8945714,520388
65119,229,76091,Tampines Ave 2,Blk 206,1.350716364,103.9527517,26,-2,144.4865945,520294
,270,76301,Tampines St 22,Blk 283,1.349070012,103.9535439,26,-2,178.7681952,520294
7263,98,65071,Punggol Rd,Opp Blk 103A,1.398450741,103.9041638,16,8,92.69068332,823102
,99,65079,Punggol Rd,Blk 102C,1.398951,103.904753,16,8,29.49143567,823102
,107,65151,Punggol Field,Cove Stn Exit B,1.398856503,103.9066211,16,8,187.006776,823102
,108,65159,Punggol Field,Cove Stn Exit A,1.398568723,103.9066529,16,8,191.4428153,823102
27703,498,81209,Geylang East Ctrl,Geylang Meth Pr Sch,1.318436125,103.8842972,12,-8,116.0073643,380108
,499,81211,Geylang East Ctrl,Geylang Polyclinic,1.319046664,103.8866675,12,-8,166.3991224,380108
,0,81219,Geylang East Ctrl,Opp Geylang Polyclinic,1.318771413,103.886687,12,-8,170.6355055,380108
69668,258,76239,Tampines Ave 7,Blk 390,1.356492729,103.9575483,27,-1,105.6367212,520391
45330,169,75271,Tampines Ave 9,Blk 721,1.360248334,103.936015,22,0,136.4879299,520715
,170,75279,Tampines Ave 9,Opp Blk 721,1.36047494,103.936204,22,0,137.2058857,520715
84317,148,75141,Tampines Ave 5,Blk 730,1.35625,103.9337789,22,-1,65.79879709,523868
,149,75149,Tampines Ave 5,Blk 867A,1.355971944,103.9336639,22,-1,38.70569581,523868
70450,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,97.2504111,642680
,405,21379,Jln Boon Lay,Blk 263,1.345348552,103.7064891,-24,-3,134.0652114,642680
80376,127,65261,Punggol Ctrl,Blk 649,1.396951554,103.9147884,18,7,105.3566739,820652
,128,65269,Punggol Ctrl,Blk 162B,1.396710154,103.9146722,18,7,121.2959493,820652
70989,99,65079,Punggol Rd,Blk 102C,1.398951,103.904753,16,8,165.8950857,821199
,100,65081,Punggol Rd,Opp Blk 199C,1.400921588,103.9053104,16,8,148.7768222,821199
,101,65089,Punggol Rd,Opp Blk 296,1.401339484,103.9058051,16,8,175.2370821,821199
,107,65151,Punggol Field,Cove Stn Exit B,1.398856503,103.9066211,16,8,122.8131643,821199
,108,65159,Punggol Field,Cove Stn Exit A,1.398568723,103.9066529,16,8,151.9939378,821199
77173,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,146.739573,643679
,405,21379,Jln Boon Lay,Blk 263,1.345348552,103.7064891,-24,-3,158.5591079,643679
77403,326,67161,Sengkang East Ave,Opp Blk 101,1.382125,103.8992683,15,4,70.96235988,540101
,327,67169,Sengkang East Ave,Blk 101,1.382534701,103.8992222,15,4,26.07647764,540101
48575,404,21371,Jln Boon Lay,Blk 680C,1.345227226,103.7061787,-24,-3,135.9946957,643677
,405,21379,Jln Boon Lay,Blk 263,1.345348552,103.7064891,-24,-3,169.7340397,643677
,35,22411,Jurong West Ave 4,Blk 676B,1.34626796,103.703801,-24,-3,163.9262141,643677
52140,231,76101,Tampines Ave 2,Tampines East CC,1.353033156,103.9548021,26,-2,172.3363837,520307
,232,76109,Tampines Ave 2,Blk 302,1.3529664,103.9551185,26,-2,137.1047529,520307
79533,286,76411,Tampines St 32,Ngee Ann Sec Sch,1.353850014,103.9574275,26,-1,82.66907311,520309
,287,76419,Tampines St 32,Blk 307A,1.353662435,103.9564853,26,-1,40.51376738,520309
86601,128,75019,Tampines Concourse,Tampines Concourse Int,1.357371331,103.9416488,23,-1,141.0576012,521519
,301,76521,Tampines Concourse,OPP BLK 519A,1.357468889,103.940775,23,-1,48.63661645,521519
,302,76529,Tampines Concourse,BLK 519A,1.35741,103.940604,23,-1,28.82422366,521519
73955,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,147.2207479,520495
30527,127,65261,Punggol Ctrl,Blk 649,1.396951554,103.9147884,18,7,142.5234451,820643
,128,65269,Punggol Ctrl,Blk 162B,1.396710154,103.9146722,18,7,164.0420973,820643
50968,393,67499,Sengkang West Ave,Fernvale Pr Sch,1.390680287,103.8746787,10,6,193.9284365,792407
78835,88,72021,Bedok Reservoir Rd,Blk 646,1.330965312,103.9063219,16,-6,107.5098326,410647
,89,72029,Bedok Reservoir Rd,Opp Blk 646,1.330863987,103.9065521,16,-6,133.0868712,410647
45242,278,76359,Tampines Ave 9,Blk 493B,1.362091681,103.9521788,25,0,74.04544581,522493
